rating,review
4.9,Romeo did an excellent job helping us find our perfect vehicle!! Everything went smooth!! Would definitely recommend him to family and friends!! So happy with our purchase
4.9,A great experience! I am a buyer that doesn’t appreciate the commonly known games at most dealerships. Those concerns were not present at 5star. They were attentive to my requests for direct deal making from a qualified buyer. Great job!
4.9,Tanya is awesome! She found the perfect car for me and my family. She was so patient and helpful. Thank you so much for helping me transition to my new Rav4. 
4.9,Chris and Paul were both instrumental in chasing down the brake problem I was having and Ferrari stepped up to the plate and did a great job in rectifying the problem. 
4.9,Great people and great atmosphere. Answered all my questions and found me the best car to fit in my budget! Dog friendly and family friendly! 
4.9,"I couldn’t have asked for a better experience. From the service guys to Brandon, never once was there pressure to buy anything. Went there to fix my Trailblazer, which in my opinion, wouldn’t take my vehicle anywhere else to get fixed, and Brandon had the Corvette waiting for me exactly when he said. The way sales and service work together is seamless. Test drive conversation was nothing about selling a car, just regular conversation. I had a number in my head and Brandon hit it. Thank you all for your professionalism and easy going attitudes. Thanks again Brandon for getting my dream Vette!!"
4.9,Great service. Gavin Sutton was very courteous and took good care of us. Enjoying our car and recommend Holm Buick to our friends and family. 
4.9,"We purchased a used truck at Zeck, which we found online. We made an appointment to come out and test drive the truck. We were met by Scott, who was very friendly and helpful.  Scott and the other guys at Zeck Chevrolet were great to work with.  We are very pleased with our truck and the service we were provided at Zeck."
4.9,Couldn't be happier with our purchase! This truck is our dream truck and mike did everything possible to get it for us. Ty for pulling some strings.
4.9,"Not only did Scott at Lamborghini Dallas provide personalized service, but it was prioritized as well. While I have no purchase history with this dealership before, they embraced my son and I as as a long term customer with care, trust and transparency. Looking forward to engaging them again on the next new car opportunity!"
4.9,"Rath has great customer service, they are not pushy, and are great at answering questions. They made the process easy, and I left that day with my new car."
4.9,Excellent service. Julio helped us out even after hours. He made the process as easy as possible. Thank you for your help. Highly recommend them.
4.9,"Jared is completely customer focused, working hard to ensure that my needs were met and concerns addressed. I’ve already recommended him to friends and will reach out when I’m ready for my next car."
4.9,Tom Bartle made my visit a great and pleasant experience. As a person in the music/film industry I highly value professionalism in which Tom Bartle represented to the fullest. 
5,Hector was the best. He went so far above and beyond to help us!! Made the car buying process easy and enjoyable. Thank you so much! 
4.9,"Easily the best car buying experience I've ever had. I knew what I wanted and the budget I wanted to stay within, Aslan was patient and worked with me for a month and a half until I found just the right vehicle for me. Never did I feel pressured during my purchase. I was pleased with the ease of purchase and trade-in assessment. Aslan made sure we knew how to use all of the features in our Volvo XC90 and spent a lot of time walking us through everything. I will keep my business with this dealership, and I highly recommend! Thanks again!"
4.9,This was the easiest auto purchase I've made. Sales staff was more than helpful & super quick with the paperwork. You can't beat small town business!
4.8,"Our sales person, Nemo, was extremely knowledgeable and helpful. He found us the car we wanted for the price we wanted and explained everything we needed to know about our car. "
4.8,words words words words words words words words words words words words words words words words words words words words words words words words words 
4.8,Easiest car buying experience we have ever had! Josh was very knowledgeable and easy to work with! I will definitely be referring friends & family to him.
4.8,Theo was very helpful and knowledgeable about the vehicle and the available market.  Theo made the experience Hassel free and made sure I understood the process and informed me of each step and expectations.
4.8,"Julie from service was excellent 
Went above and beyond to take care of me and my car. Would rate her service 5/5 and would come back any day. Big Thank you! "
4.8,Information could not be shared because the system was down. We were unable to get an update on the multi point inspection and no communication was given on the status of our vechike. 
4.8,"Very friendly and professional. Definitely has made a satisfied customer in me. Oil change was quick and very reasonably priced.  Highly recommend this dealership to anyone needing an awesome buying experience.
"
4.8,"Billy Parsons and the whole team went above and beyond to meet my every need .. Not a better dealership in Oklahoma for customer service,and the service department was absolutely the fastest of any dealership in have used.. Top notch experience made my purchase easily the best I ever had in my 40 years of car buying."
4.8,Dropped off my Ram and walked up the street for breakfast. Upon return the oil was changed and tires rotated and out on the street ready to go. Could not have worked better. Thank you. 
4.8,"Customer focused, efficient and product knowledge is world class. 3rd vehicle I have purchased here. Finance team was exceptional. Clean environment. Speed of transaction was perfect. "
4.8,My visit at Rusty Wallis service is always pleasant Raymond Allen was very professional making sure he explained what needed and what my price was going to be here made sure I was ok
4.8,"the best attention and the best service from all the staff especially Luis Rivas. I'm more than happy with my new car, you guys are the best"
4.8,"Dean is the best ever. This is the third Lexus for us! Dean is intelligent, kind, and helpful! Great guy!!
We will recommend him to our friends."
4.8,Arian was amazing! He took time to go over all options with me. He was so kind and caring! He seemed like he really cared! I would recommend him to anyone I know looking to buy a car! He made this experience so amazing!!! 
4.8,I have to say everyone was very attentive but Brian Johnson was just awesome. I felt like I'd known him forever. Brain was very professional and made my experience very pleasurable and easy. I just appreciated the time he took in making certain I understood the car buying process and he was very thorough and helpful. Thank you Brian Johnson
4.9,"Micah was very helpful to work with and willing to communicate through text, phone and in person. Would work with Micah again and buy from Orr Nissan again."
4.8,"I have bought 4 vehicles at town East Ford. The Staff there are very professional and Courteous, I will buy again there when needed. Thanks "
4.8,"Financing went quick, I researched what car I wanted. Eric Garcia was informative. Took too long to get my disabled veteran sticker from DMV. Thankyou"
4.8,"Great team!
Everyone was friendly and helpful.
This vehicle was exactly what I was searching for and  the price was fair.
We'd purchased a Buick at Everett 5 years ago and really liked the service  so it was a natural place to start our search."
4.8,I went just to look had no intention on buying! Needless to say I bought a new Seltos! Thank you so much Jerry you were awesome.
4.8,"I located my Certified Lincoln MKX online.  Alex was so helpful and very kind.  Perfect car, great price, warranty, and delivered to my driveway the next day to College Station, Tx!!  I will recommend them to all friends and my family.  Just the BEST in Texas. "
4.8,I have been an Infiniti  customer for many years and the service department has always done an excellent job in servicing and maintaining my vehicle.  
5,I can't explain enough of how comfortable and at home/man/cave experience i had everyone was welcome  and clean very professional i was there 25 min traded in test drove and signed crazy fast/easy 
4.8,The best car buying experience I ever experienced! I’ve experienced a few in the past 57 years. Thanks Brian and thanks John! My next car purchase or truck I will definitely be looking at what you all have available first.
4.8,This was the easiest and best car buying experience I’ve ever had !!! I got exactly what I wanted !! Thank you Ali Hussain!! You rock !! 
4.8,"Paul is a conscientious skilled individual who helps his customers very well

I am pleased to have his expertise with my automobile 

Judy Groening 


Thank you every time"
4.9,"Greg was friendly, personable,  and efficiently took us thru the buying process. Really enjoyed the interaction and would certainly work with Moritz again if we weren’t moving!"
4.8,Billingsley Hyundai has amazing service and all of my car buying experiences there have been excellent.  This was my 5th vehicle purchase there.  Natalie Traut is very easy to work with and has earned my repeat business.  I was in and out in record time with 2 new vehicles!
4.8,"If you’re in need of a new or pre-owned Mercedes, Park Place Arlington is the PLACE to visit. Malcom Gage and Marc Young are two individuals to see. Throughout the process, their patience, care, honesty, and guidance made my experience easy and less daunting. They both went above and beyond, listened to my needs, assessed my situation, and recommended a vehicle that I am excited to drive.  I was well informed from beginning to end and went home with the vehicle of my choice, and with the best deal possible.
 
I’m still amazed at the seamless customer experience. This is my 4th car from Park Place (7th including family) and I will not only remain a customer for life but will contact you for future needs! I will recommend Park Place Motorcars – Arlington to anyone looking to purchase a Mercedes-Benz."
4.8,I purchased a Land Rover Dicovery with John 18 months ago and he has gone above and beyond on helping me sell it. He responds within minutes and really goes the extra mile. I don't know what I would do without him!! 
4.8,"We were looking for a great used car, and this was easily one of the most relaxed and satisfying car-buying experiences we have had.  We would definitely make the trip and buy here again.  Thank you."
4.8,"Mo has earned my trust time and again.  The quality of his work, the price of work performed, and his customer service is unparalleled.   I have used him for about three years at this time, and have never been disappointed, nor have I questioned the service.  I would definitely recommend him to anyone.  "
4.7,Good person nice very friendly. Did everything in his power to make everything great during my visit. Other dealerships that you are in business with make you look bad so yeah may need to separate yourself from Hiley Acura
4.7,The service staff is always friendly and helpful. Appreciate the great service. It does not take 25 words or more to let everyone know the truth.
4.7,The service experience at Essence Maserati Alfa Romeo on by 2018 AR Giulia Ti has be excellent.   Greg is my go-to person on their service team and he has been extremely professional and responsive.  The car has performed really well - and so I am happy all around.
4.9,Grant is awesome. He worked hard to get me in the vehicle I liked.  He had so many customers but still made you feel like you were his only one.  He was very informative and caring.  Thank you for all your help.  Go see Grant for your next car purchase.   Thanks again Grant.  
4.7,Moritz is in a convenient location for us. We prefer to to drive a Chevrolet vehicle.  The sales Consultants are always very helpful and concerned about our needs and desires in a vehicle. 
4.9,Yarena has been amazing to work with even before we decided to purchase she kept in touch with me to let me know what they had coming in with the options we wanted. We will purchase from her again.
4.8,"I would like to give special thanks to Colton, the internet sales manger for keeping his word on giving me 4500 off the Honda Accord 2.0 sport. Even tho i was 4 day pass the labor day sale. I would to thank Jeremy who take care of the sales deal and test drive. Even follow-up with me a week after my purchase, dealer even drove my car to my house,  i drove my other car up there .Also would like to thank Brandon in finance for a smooth transaction, even got my rate down some more than my original rate. No pressure what's so ever, respectful, honest, straight forward. From time i walk in and test drove, paperwork i was in and out 2 hours. Overall extremely happy with my new 2020 Blue Honda Accord 2.0 Sport."
5,"Ken and Robert (and Sheila, their boss... ;) ) were awesome.  Super nice, knowledgable, and even honest - shocker, I know...  So far, my Red Range Rover HSE dream car is fabulous!!!"
4.7,"Jeff was able to get me in the car I wanted the day I walked in.  Knowing what I wanted spec wise & price wise, I was very happy we could make it happen.  Jeff made the process easy & I believe I'll have great future experiences with him & Audi Dallas."
4.7,"One of the best dealership. Seller persons (especially Tanner) are friendly, patience and polite person. I’m glad to meet a good seller person. God blessed you all."
4.7,"We have had the pleasure of working with Aslan for several years and multiple vehicles.  Over that time not only has he repeatedly exceeded our expectations, but he has also become a friend.  We have and will continue to work with as well as confidently refer others to Aslan.  "
4.7,"I have bought 2 card from Honda cars of McKinney. I was happy with both purchases, Great people to work with.  I would recommend purchasing from them. "
4.8,Jack Mitchell was my sales person and he was the best because he listened. Too often we are trying to sale the customer before we even listen to what they want. Jack heard what I wanted and what I would appreciate in my car buying experience. He listened and he delivered. Thanks Jack. Some of younger sales people should learn from Jack. 
4.7,Great customer service. Found the right truck and didn’t push me in to something I didn’t want. Great Experience!I can’t say enough about Reynolds and the great service. 
4.7,"Great experience. Trevor was great and easy to deal with. No high pressure sales tactics (but lets be honest they are trying to sell you a car)  Probably didn't get the best deal possible, but know they treated me fairly and honestly.  Would buy from them again without hesitation."
4.7,"JD Sauceda did a wonderful job start to finish on our truck buying experience,,, I would highly recommend JD and the rest of the Tri State Ford team to anyone looking too purchase a vehicle..
My Thanks to everyone involved 
Will and Dory Hughes"
4.7,Found the truck I was looking for online 2016 Chevy 2500HD. Mark Hughes contacted me and from that point on was a very informative and non pressured experience.  Mark answered all my questions and went out of his way to accommodate what I was looking for. Spent the total of 3 hrs at the dealership. From test drive to finish. Highly recommend Mark as a salesman and the dealership. 
4.8,"""Awesome Experience"".... on 4 August, I saw online a Toyota Tacoma PreRunner for sale at Vincent Motor Company. I had no luck in my last five attempts to secure a vehicle. When I called Vincent Motor Company John Nichols answered; In my experience the cornerstone to a sales person is Customer Service. John displays the attributes of how a sales person should be. He was professional, courteous, and prompt. He provided me with the necessary information needed to move forward in the buying process. From the first interaction between John and I; I knew this experience would be different. I was so impressed with his professionalism and knowledge that I secured the vehicle, flew to TX from AL and drove the vehicle home. ""Awesome Experience"".... "
4.6,Great customer service from entire staff.  Pleasure working with everyone at the dealership.  Look forward to doing all followup business with them.  Thanks a million.
4.7,"we know this dealer long time ago, exelente people, service the best!, always helpful,  make you feeling good because they have the best service, all the process,  pre own vehicles  department and finance services .Thanks too all
"
5,Great place. Super fast and straight to the point. They allow you to make a decision  without any pressure. If I ever need another car I’ll go back for sure. 
4.7,Had a great experience with McLarty Daniel. The staff was polite and very knowledgeable with all questions I had. Would highly recommend and will go back for my next purchase. 
4.7,Mr. Cross was the best car salesman I've had in a long time. Very professional and very detailed about his job. He gave me a complete details on my new car. Thank you Mr. Cross for helping me.
4.6,I was greeted immediately upon arrival. I was shown the lounge and my truck was serviced quickly.  All staff were professional and very friendly.  I would recommend them to anyone.
4.7,"One of the best car buying experience i have ever had...not just in the sales side, finance side was just as good (couldn’t believe i got O% interest).  Used George strong for sales and it was his availability by text/email that won me over with this dealership. Also no add ons....tint is included along with the door strips....the price is the price.  Just wished the sold more than Volkswagen! Bought a VW GTI on reviews and it was accurate.  Buy from here, wont regret it."
4.8,Josiah was very knowledgeable & respectful of the way to buy my nice car. The vehicle i financed is a great for me because of the low mileage & the style also. Thank you for ur service.
4.7,"I just recently purchased a 1964.5 mustang and worked with Rocky.

The dealership itself has a wonderful facility with so many amazing classics to look at.

Rocky was an amazing sales rep. We talked over the phone before I flew down to check out the car and he was kind and transparent. Once we got to the facility he wasnt rushed nor pressing. He greeted me and my mother and let us take our time with whatever we needed and tried to answer every question to the best of his ability. Most importantly he was never pushy with the cars. He was focused on placing me (first-time classic owner) with the right car!

Would recommend anyone to go by streetside to look for a car. If you do ask for rocky!
"
4.6,Jacob was very helpful and patience with me when picking out a car. Very polite and down to earth and was ready to answer any question that I had! Thanks! 
4.6,Great service! Rocky’s team always goes above and beyond and gives us the rundown on working being done when it goes beyond the initial repair. Thanks as always Rocky! 
4.7,"Matt was excellent, got straight to our needs and found us the right vehicle with no pressure or hassle! Great service as a walk-in customer for sure!"
4.9,"Extremely honest dealership, with on the spot Sales people.   Would not hesitate to recommend to anyone!!! Top of the line service. No games when it comes to price and customer service. "
4.6,"I can honestly say that I had a great experience buying my new car at Mercedes-Benz of Grapevine.   All of that credit goes to Joseph Kim who was a great salesperson to work with.   He was attentive, sincerely helpful, and made me feel no pressure.   He helped me find exactly what I wanted.   "
4.6,Danny Tanon was very helpful and knowledgeable. He asked us a lot of questions to understand what we were looking for. We love our Kia
4.5,"Everyone was very kind and helpful. Your service department is clean and comfortable.  And I didn't have to wait very long at all. 
Thank you!"
4.5,I bought a new volkswagen from them back in march and it had a few issues right of the bat (no fault of theirs). But allen samuels honestly did anything and everything to make sure we were taken care of. When we finally got everything straightened out we were very happy with every person we talked to and very happy we got a car from there. 10/10 would recommend. 
4.5,"Our salesman, Ben Song, was very considerate and thorough in helping us find the right car, negotiating a value for our trade in and coming to a final deal. The inventory is great. "
4.5,"I'm rally impressed the service provided  by Shoaib Gauba he went above and beyond to help us to find the car. I will give him 5 our 5
  
  
                         "
4.5,"David is awesome treat customers well.
He answered all my questions when I approached through Internet.if want to get vehicle in regional Hyundai ask for David."
4.7,"I have bought 3 cars from Mayse , and my father has bought 2 cars and a truck from them . All around great service . And John Kieny  is always great.  "
4.8,"Buy about 12 trucks a year based on need from all over the country.  Absolute best experience on a used truck I could have asked for.  I live 500 miles from this dealership, truck was as described, at a fair price, with great follow up from the sales people post sale.  A genuinely good car buying experience.  "
4.7,"I have been very pleased every time I have had my Sonata Hybrid in for service and maintenance.  They are efficient, friendly and helpful with any questions I may have."
4.8,Received excellent customer service from Romel Howlader.  He answered all our questions and ensured that we were totally satisfied with our new 2020 Nissan Rogue!   Would recommend Romel to anyone looking to buy a new Nissan.
4.8,"We had previously purchased two pre-owned Subarus from Adventure Subaru buth this was our first new vehicle. Shannon, our salesperson,  was helpful but not pushy. She was knowledgeable and patient as we stumbled our way through the process. Speaking of which, was pleasant and unrushed all the way from the test drive through to financing. Would definitely recommend Shannon at Adventure Subaru to anyone in interest in purchasing a new Subaru. "
5,Thank you Robert Szyka & Corvette World Dallas for getting me into a 2018 Corvette Z06 Carbon 65 Edition. The 1st time I walked into Corvette World I went in only to ask questions and get info. Robert stopped what he was doing answered all my questions. There was never any pressure to make purchase. It was one car enthusiast (Robert) educating a long time admirer. He was so informative and genuine that after 30 minutes we where at his desk doing paper work. His informative approach & patience made me feel like this was the right decision and the right car for my wife and I. Thank you so much Robert! I'll definitely be back.
4.9,The best after sales service..Prompt service and follow up updates as you wait. The service team very professional and courteous. I can not hesitate to recommend this dealership any time 
4.7,Johnathan went above and beyond to help me get into my vehicle. Great customer service and made purchasing fun and easy!!! Way to go Johnathan!
4.8,The buying process was streamline and easy. It was the quickest process we ever experienced buying a vehicle and normally I don't like buying cars. Highly recommend Adam and thank you! 
5,New place is fantastic.  Alex was friendly and ensure all items were cared for.  The other staff were equally helping others in the facility.  Overall... A great experience. 
4.8,Saw an Audi on Selective’s website for a commuter. After walking though the heavy wrought iron doors I could tell first glance I wanted to be part of the Selective group. Thanks to Darrell and all the people behind the closed doors that made my Audi look beautiful 
4.9,"After speaking with Guy via text, we decided to drive to Perry from Yukon to look at a vehicle, we were greeted with nothing but honesty, smiles and a grateful attitude from every one. Julian was terrific with the knowledge of the vehicle, it was a pleasure dealing with him on a very easy transaction. everything from beginning to sitting in the finance office with Rick was a great buying experience. We are looking at another vehicle in the future and Vance will be our first dealership to visit."
5,"This was our first dealership experience and I'm so glad we chose this dealership to do business! We had originally gone down the road to the Ford dealership but the salesman there didn't listen to our needs and price range. We politely declined and decided to see what Clint Bowyer had to offer. David came out to greet us. He was very nice and listened to us, and didn't try to push a car on us we weren't interested in. Once we found a car and sat down to discuss the details, we understood why David's nickname is ""Simple"". Everything was straight-forward and honest, and he was very happy to answer any questions we had. I would definitely recommend this dealership!"
4.7,"Easiest and quickest car buying experience we have ever had by far! I loved that our salesman Mark was the only person we dealt with through the whole process. He was kind, honest, funny and genuine. And I love my new car! "
4.7,"I’m only giving it 1 star because the only thing they did right was my oil change. I needed new tires. I went to Doenges in May of 2019. I was told multiple times by their front service cashier, Olivia, that these exact tires were covered by road hazard warranty. And she AGAIN told me this when I was getting in my car to leave with the four new tires on my car. She also told me that as long as I went to Doenges it would be covered. Fastforward to today,  March 13 of 2020. My tire is needing to be aired up twice a week. I go to Doenges after I get off work. I just wanted them to patch my tire. ONLY to find out that there are MULTIPLE small holes in it and they’re not able to patch, or fix it. They REFUSED. They gave me a price for ONE new tire instead. When I asked about my warranty they couldn’t even pull up my receipt from the sale of the tires. They only were able to look at the part with the part Humber, as I’m told by Megan and Rich. Now I’m doing to have to buy ANOTHER tire for my car when the new tires are still NEW! IM FURIOUS! But don’t take into account the fact that I was TOLD that I had the warranty before I drove off their lot. And now they’re saying that they didn’t get my tires from a Toyota supplier and only Toyota vendor supplied tires are covered . I’m outraged, beyond livid. I will NEVER go back to Doenges. You have literally lost a customer. First of all, honesty is best. And if you can’t honor what you tell customers what makes us think that you’re being honest with your work? I will not be recommending this Toyota to anyone. Also, I have family who work in multiple Toyotas. So there’s that. I will be taking my car and my business elsewhere. What. A. Disgrace. You’re establishment is the worst and I hope many people see this and help them turn away from your business. Honestly, don’t trust this Toyota. Seriously."
5,Thank you Juan and Jesus for helping me get into a new Maxima. I love my new car. I'll be sure to send you all of my friends and family.
4.8,Always kind and  courteous and listens to my concerns. The price's are super fair with quality work no matter what the problem. Thank You
4.7,"I would like to thank Jerry Ernst for helping me get my dream car! I contacted him and that same day I purchased a car! Thank you so much for all your help and being very professional and polite and getting things done asap. 
1-12-2020
"
4.5,"Worst car buying experience ever! Wish negative stars was an option!
Not surprising that every one I dealt with is not listed. Every phone call/visit was one lie after another. "
4.6,Received great service from Daisy. Would purchase again. Would recommend adopting an easier way to check out. Less paperwork and more eletronic options. Also car delivery <U+0001F609>
4.6,"I received an email from Billy Bolding of a Truecar price and agreed to pay that price.
Then Billy comes out and says ""Someone got in our system and lowered the price we can't sell it for that price"" (I have it in writing from him). Then he says he can sell it for several thousand more do I still want it??? really??? why not what you put on paper? why not the truecar price we agreed to?"
4.8,"Great customer service, they found me a car that's affordable and reliable. I also love the look of the car. Great on gas too. Great experience!"
4.5,"Found a Mercedes GL350 online at Dallas Autos Direct. Was Pre-Approved by 2 finance companies before I went to test drive.. Sam made a copy of my Drivers License and sent me and my wife on a test drive.. Fell in love with the car, was ready to buy... I took my Pre-Approved offer in and JB (Hakem) looked at my interest rate and said oh no you can do better. He picked up the phone and made 2 phone calls, then he printed out a paper and told me to go .5 miles down the road to InTouch Credit Union and see Stella she will take care of me... Long story short I was ready to pay 550.00 a month for this vehicle, after the small detour I am now paying 350.00 a month with 1/4 of the interest rate..

So I am ready to give Dallas Autos Direct a 10 Star Review, however my wife is like no, not till be get the vehicle checked out.. So yesterday I took it to Park Place Mercedes for a B1 Service and check out.. Well of course after a 650.00 oil and filter change (it is a diesel) we pick it up today.. The service adviser tells me we have a real nice GL and we have nothing to worry about driving this cross country as we had asked him about..

Dallas Autos Direct will be my first call when I am looking for my next vehicle.. "
4.5,"Great guys,  not the quickest car deal I’ve ever had but it was simplified car buying.  Will do business there again in the future "
4.6,"Superb service and communication.  I bought my car from them.  Car exceeds my expectations.  I am very happy.  Al was super helpful and friendly, answering all my questions."
5,"I'm across the country and am so glad I took the leap and bought out of state, and even more glad to have done the deal with these guys. Extremely
 trustworthy, honest, knowledgeable and all of the good things you would want from the person selling you your vehicle. I'm utterly impressed with the condition of my AMG C63 and really the entire process. No complaints.
"
4.6,"Second car bought from these guys! Thank you so much Andre you were funny, honest and helpful. Than you again auto liquidators!!! Would recommend to anyone! It’s why I come back!"
4.8,They where very friendly and nice fast service. Zach is very great at his job would recommend to anyone anytime. Thanks for everything. Love my car.
5,"I had put off getting another vehicle because of all the hassles I had previously experienced over the years. Gave it another shot and wow, what a difference! Nick showed me exactly what I was looking for at an affordable price with no pressure!!  I was in and out in a flash, no hours of paper work!  So courteous and professional! I will not be hesitant again as long as Nick is there! Thank you Nick! LOVE MY JEEP!!"
4.7,"Thank You Mike, you were such a great help. We are very happy with our 535i. I will recommend you to all of our family and friends."
5,"One of the easiest car buying experiences ever.  I called to inquire about a car and spoke with Phil Lyon.  We live almost six hours away from the dealership and we were able to take care of almost everything over the phone.  We had the option of having the car shipped to us, but opted to drive and pick it up.  All the paper work and my car were ready when we arrived.  Phil was able to get me a great deal for my trade in and an even better deal on the car I wanted.  I would definitely recommend this dealership and Phil for your next vehicle purchase."
4.7,We bought a 2017 A3 worked with Derek on the purchase. We are out of town so most everything was taken care of over the phone. Derek was the upmost professional and came through with everything promised. Our experience was very good and would highly recommend Audi of Wichita.
4.5,20k dollar car they wanted 7k down. 12k dollar car they wanted 6k down? You specialize in bad credit? Who can't get you approved with half the cash price of the car as a down payment. But before this I was told I could pay 4800 for the 12k dollar car as down payment? I get a cosigner? Then they said my girlfriend can't co-sign for me after they told my girlfriend to co-sign and we could see if it lowers the high down payments. Overall received the run around from bo. Not to mention had two trade ins and make currently 17.50/hr with no bills when I applied made 13.50 before promotion? Girlfriend brings in 14/hr once again no bills. Then told she got approved by herself? Ain't that why she was my cosigner? Why would I want to make a huge payment for a car 100% in my girlfriend's name? While trading in two vehicles in my name? Plus making the huge payment? Ran my credit for no reason now and I visited based off the reviews. If you want to be approved give me half the cash for the car you want and I'll call your local bank and get you approved. Time wasted and very shady experience hearing multiple different things and asking multiple times for down payment. Bo is my bad review whole dealership shouldn't be punished for one shady dealer. 
4.4,I worked with Gabby. I was one of her first clients and she worked real hard to earn my business. She had the upmost professionalism at all times. She made sure all my questions got answered and made me feel good about the car i bought. I would reccomend her and her dealership to anyone looking for a car.
5,"We had an excellent experience with BBC Motorsports.  Their representatives are extremely professional and very knowledgeable. Their no haggle pricing is significantly better than any dealer we contacted and their inventory is excellent.  In addition, they worked with us to get the car exactly how we wanted it at NO price increase.  These are real car guys who understand their customers and go the extra to make the experience completely positive and worth while.  We worked with Jason and received excellent support and guidance, as well as great work from the supporting Techs.   Their facility is unique and very professional in appearance.  In every respect BBC Motorsports is a class act with the highest integrity, that I would not hesitate to recommend to anyone.   
Daniel and Colette"
5,This is the third car I have purchased from this organization. Two in Houston and the newest from the Dallas location. Ed and Bob both assisted in helping me choose a car and finalizing the deal. Both were extremely helpful. I highly recommend this dealership 
4.5,"Employees are friendly and knowledgeable. I always recommend Hillsboro Ford to friends.
I dealt with Chris, Sharon, Jeff and Matt. Thank you everyone at Hillsboro Ford."
4.6,"LOVE LOVE my new car!!! Greg Jones was the best!!Went over all options, friendly, professional, I knew that I could count on him. I would highly recommend him and this dealership!"
5,"Sam was my contact at European Motors. And he took care of everything. I bought 'long distance', which I was apprehensive about, but the experience was smooth, professional, VERY helpful, low pressure, and every step was explained fully and every question answered. And the car was exactly what I expected, and delivered to my front door in perfect condition and 'detailed' inside and out. Highly Recommended."
5,"We couldn't be happier with the car we purchased from Legacy Auto!  Our salesman, Christopher Allen, catered to our every need.  Every staff member we dealt with was extremely friendly and helpful.  Their car selection is reasonable, and we didn't feel pressured into something we weren't comfortable woth.  I would definitely recommend them. I absolutely love my new Maxima."
5, I really messed up my credit and have a bunch of other out of the ordinary  factors but  I was able to get approved with a 9% down payment. Drove off the lot today a very happy customer in the truck I'd been looking at . If your looking for a vehicle and an excellent service experience this place really is worth your time. They even sent an uber to get me to the lot to complete the deal. 
4.3,Do not even think about. No one will return your call about anything. I finally bailed on my new car I had bought and took a loss and went back to Sewell Infiniti. I’m trying to finish that transaction but of course nobody will return my call.
4.6,This was the best buying experience that I have had!!  I worked with Rosalie Isern and Chelsea Mackey.  They were both super friendly!  No hassles and very upfront.  Excellent customer service!  I drove 3 hours because our local Lexus dealer was horrible!  I will say it was definitely worth the 3 hour drive for the service I received!
4.2,RACHID was great!!! He listene to what we wanted and got all of our questions answered.The whole crew we worked with from the time we got there to the end was great!
4.2,Salesman allowed us to test 3 different cars and was quite courteous. Only issue was not allowing us to get a copy of the deal offered.
5,"Purchase a 2020 Subaru Crosstrek from Randall Noe Subaru.  Shannon Wagoner is the best Sales Manager I have ever worked with, she made my purchase happen after another Dealership would not.  Everyone in the dealership is friendly & helpful from the moment you open the door.  Would not hesitate to recommend Randall Noe Subaru for your car purchase, what a great team."
4.9,We needed a more reliable car for our teenage daughter. Working with Kyle at 4M was a great experience. He understood what we were looking for and what we needed. The whole process was quick and easy.  The guys at 4M are great. 
4.2,Eric Rioja is on the run from the FBI for illegal cars sales. I would say the reviews are false and the real complains have been deleted. They screwed over 100s of people sailing cars with no titles. That why they can't get the permanent plates. Please contact your local police if you know where he is...the dealership has been closed and dealers license revoked by the DMV.....
4.4,"Buyers beware...bought a $130,000 2006 Hummer H1 from them and found out that the whole ABS system was removed by the previous owner. They were going to help resolve this, but now no one will return my calls or take my calls. Now $10,000 EXTRA out of my pocket. CROOKED STEALERSHIP!!!  DO NOT BUY FROM THEM!!!  WATCH out for BRYCE!!!  No return calls for a month."
4.4,"I would not recommend this dealer to anyone. I send in a request for quote on Saturday night via internet. Receive an email from Matthew  the salesman on Monday morning, i proceed to try and contact him all  day calling 7 times with no response.  The next morning i receive an Email from the GM Keith(check in and introducing himself) in which i responded to him and tried to call him 5 times through the day with no response. SO that is 12 times reaching out to them with no response.  I call the general line and get to talk to another salesman that than tells me the car is now sold. Tell him what has happened  and express my concern for not getting any opportunity on the vehicle. A sales manager than calls me back Derek. Very rude person and bad attitude from the start, has no customer service skills. At one point he even says i am glad i sold it to someone else.

Stay away from a bad experience  and choose a quality dealer that will respond to each customer."
5,Had been looking for truck for weeks. Went my closest dealer with the printout of the truck I wanted and where it was located. The sales manager told me if I didn't want the similar truck at his dealer he couldn't help me then he walked away. I called Elder and told salesman Oliver Beltran what wanted and here it was. Oliver called me back in a few hours and told me that truck will be at his dealer in morning and he would have everything ready to sign Worked with Mandy in business office and she was  great also. 
5,We recently purchased a Dodge Ram 1500 truck. We got exactly what we wanted and were very happy with the price and the sales process. Will definitely do business here again!
5,The sales team was amazing at Mathews Nissan of Paris. My salesmen  Bryce made this experience easy and no  pressure to buy. All around great customer service. 
5,Texas car world is the place to go in DFW for your next car. Alex made the entire process stress free and as simple as possible. They actually hand delivered my car to my job at 11pm at night just so I would have it when I got off ! They aren’t even open that late!!!! Integrity and honesty is what they are all about . They aren’t your average car salesman these people truly care. Thank you Texas car word for getting this single mom back on the road. You guys are the best thank you for the outstanding customer service!!! 
4.1,"I just purchased my fifth car from Garland Cadillac. I have dealt with Ata Barakat since 2010. He goes the extra mile for his customer and always greets us with a welcoming smile. I highly recommend him to anyone I know who is looking for a new car.  From new car sales to customer service, service writers and body shop, the experience has always been excellent. "
